age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,class
3,Private,HS-grad,1,Divorced,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
7,Private,9th,0,Married-civ-spouse,Other-service,Husband,White,Male,0,5,2,United-States,>50K
6,Private,Some-college,2,Divorced,Exec-managerial,Unmarried,White,Female,0,0,2,United-States,<=50K
1,Private,HS-grad,1,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,<=50K
9,missing,HS-grad,1,Married-civ-spouse,missing,Husband,White,Male,0,0,0,United-States,<=50K
7,Local-gov,Bachelors,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,4,United-States,>50K
6,Federal-gov,HS-grad,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
7,Federal-gov,Assoc-voc,3,Divorced,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
5,Self-emp-not-inc,Some-college,2,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,5,United-States,<=50K
10,State-gov,Bachelors,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,0,United-States,<=50K
4,missing,Masters,5,Married-civ-spouse,missing,Husband,White,Male,0,0,3,United-States,>50K
5,Private,Bachelors,4,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Male,0,0,2,United-States,<=50K
3,Private,Some-college,2,Never-married,Adm-clerical,Unmarried,Other,Male,0,0,2,United-States,<=50K
7,Private,5th-6th,0,Married-civ-spouse,Other-service,Other-relative,White,Female,0,0,0,Italy,<=50K
6,Private,Assoc-voc,3,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,4,United-States,>50K
9,missing,HS-grad,1,Married-civ-spouse,missing,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,HS-grad,1,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,2,United-States,<=50K
3,Private,HS-grad,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
1,Private,HS-grad,1,Never-married,Transport-moving,Own-child,White,Male,0,0,2,United-States,<=50K
7,State-gov,HS-grad,1,Divorced,Tech-support,Not-in-family,White,Female,0,0,2,United-States,<=50K
4,State-gov,Some-college,2,Never-married,Protective-serv,Not-in-family,White,Male,0,0,1,United-States,<=50K
5,Private,10th,0,Separated,Other-service,Unmarried,White,Female,0,0,1,United-States,<=50K
2,Private,Some-college,2,Never-married,Sales,Own-child,White,Male,0,0,1,United-States,<=50K
7,Local-gov,Masters,5,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,1,United-States,>50K
0,Private,Some-college,2,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,2,United-States,<=50K
7,Private,Bachelors,4,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,2,United-States,>50K
6,Private,Some-college,2,Divorced,Other-service,Not-in-family,White,Female,0,0,3,United-States,<=50K
7,Private,HS-grad,1,Widowed,Sales,Unmarried,White,Female,0,0,3,United-States,<=50K
7,Private,HS-grad,1,Separated,Handlers-cleaners,Unmarried,Black,Female,0,0,3,United-States,<=50K
1,missing,9th,0,Never-married,missing,Not-in-family,White,Male,0,0,0,United-States,<=50K
7,Private,Doctorate,6,Divorced,Prof-specialty,Other-relative,White,Male,18,0,4,United-States,>50K
10,missing,Some-college,2,Married-spouse-absent,missing,Not-in-family,White,Male,0,0,0,United-States,<=50K
4,Private,Bachelors,4,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,<=50K
7,Private,Bachelors,4,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,4,United-States,<=50K
2,Private,HS-grad,1,Never-married,Sales,Own-child,White,Male,0,0,1,El-Salvador,<=50K
1,missing,Some-college,2,Never-married,missing,Not-in-family,White,Male,0,0,0,United-States,<=50K
0,Private,HS-grad,1,Never-married,Adm-clerical,Own-child,White,Female,0,0,2,United-States,<=50K
4,Self-emp-not-inc,HS-grad,1,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,7,4,United-States,>50K
6,Private,Some-college,2,Widowed,Other-service,Not-in-family,White,Female,1,0,2,missing,<=50K
10,Self-emp-not-inc,Prof-school,6,Divorced,Prof-specialty,Other-relative,White,Male,0,0,2,United-States,<=50K
10,Self-emp-not-inc,Some-college,2,Married-civ-spouse,Farming-fishing,Husband,White,Male,1,0,5,United-States,<=50K
3,Private,Assoc-voc,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
5,Local-gov,Bachelors,4,Divorced,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,0,3,United-States,<=50K
4,Private,11th,0,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,4,United-States,<=50K
4,Local-gov,Assoc-voc,3,Divorced,Protective-serv,Unmarried,White,Male,0,0,4,United-States,<=50K
0,Private,11th,0,Never-married,Handlers-cleaners,Own-child,White,Male,0,2,2,United-States,<=50K
5,Private,HS-grad,1,Married-civ-spouse,Craft-repair,Husband,White,Male,18,0,2,United-States,>50K
6,State-gov,Some-college,2,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,5,United-States,<=50K
0,Private,Some-college,2,Never-married,Other-service,Own-child,White,Female,0,0,0,United-States,<=50K
5,Private,HS-grad,1,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,1,United-States,<=50K
5,Local-gov,Some-college,2,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,2,United-States,<=50K
6,Private,Prof-school,6,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,5,United-States,>50K
4,Private,HS-grad,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
5,Private,Some-college,2,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,2,United-States,<=50K
7,State-gov,Bachelors,4,Widowed,Exec-managerial,Unmarried,White,Female,0,0,4,United-States,<=50K
5,Private,HS-grad,1,Never-married,Sales,Not-in-family,White,Male,0,0,0,United-States,<=50K
5,Private,10th,0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
6,missing,9th,0,Divorced,missing,Unmarried,White,Female,0,0,0,Cuba,<=50K
7,Private,Bachelors,4,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,0,0,4,United-States,>50K
9,missing,1st-4th,0,Never-married,missing,Not-in-family,Black,Male,0,0,0,United-States,<=50K
7,Local-gov,Bachelors,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,>50K
6,Private,HS-grad,1,Never-married,Other-service,Unmarried,White,Female,0,0,0,United-States,<=50K
0,Local-gov,11th,0,Never-married,Prof-specialty,Own-child,White,Female,0,0,2,United-States,<=50K
5,Private,HS-grad,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
6,Private,HS-grad,1,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,2,United-States,<=50K
0,Self-emp-inc,Some-college,2,Never-married,Farming-fishing,Own-child,White,Male,0,0,4,United-States,<=50K
7,Private,11th,0,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,2,United-States,>50K
7,Private,Bachelors,4,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,4,United-States,>50K
7,Local-gov,Bachelors,4,Divorced,Prof-specialty,Not-in-family,Black,Female,0,0,2,United-States,<=50K
7,Self-emp-not-inc,HS-grad,1,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,2,5,United-States,<=50K
5,Private,HS-grad,1,Divorced,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
4,Self-emp-inc,HS-grad,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,4,United-States,<=50K
6,Self-emp-inc,Bachelors,4,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,<=50K
3,Self-emp-inc,HS-grad,1,Never-married,Sales,Not-in-family,White,Male,0,0,4,United-States,<=50K
7,Local-gov,Masters,5,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,1,United-States,>50K
2,Private,Bachelors,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,3,United-States,<=50K
7,Private,Bachelors,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,>50K
0,Private,HS-grad,1,Never-married,Other-service,Own-child,White,Male,0,0,0,United-States,<=50K
7,Private,10th,0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,>50K
7,Private,HS-grad,1,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
5,Private,HS-grad,1,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,3,United-States,<=50K
7,Self-emp-inc,Prof-school,6,Married-civ-spouse,Prof-specialty,Husband,White,Male,18,0,4,United-States,>50K
10,missing,Bachelors,4,Married-civ-spouse,missing,Husband,White,Male,18,0,0,United-States,>50K
7,Self-emp-not-inc,HS-grad,1,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,4,United-States,<=50K
4,Private,Bachelors,4,Never-married,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
7,Federal-gov,Prof-school,6,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,17,4,missing,>50K
10,Private,Bachelors,4,Never-married,Prof-specialty,Own-child,White,Female,0,0,0,United-States,<=50K
6,Private,Prof-school,6,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,4,Japan,>50K
2,Private,Preschool,0,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,1,Mexico,<=50K
2,Private,Some-college,2,Never-married,Farming-fishing,Own-child,White,Male,0,0,4,United-States,<=50K
2,Private,Some-college,2,Never-married,Other-service,Not-in-family,White,Female,0,0,4,United-States,<=50K
5,Private,HS-grad,1,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,7,3,United-States,>50K
4,Private,Bachelors,4,Never-married,Adm-clerical,Other-relative,White,Male,0,0,2,United-States,<=50K
7,Private,Bachelors,4,Separated,Exec-managerial,Unmarried,White,Female,0,0,2,United-States,<=50K
0,Local-gov,Some-college,2,Never-married,Adm-clerical,Own-child,White,Female,0,2,0,United-States,<=50K
6,Private,9th,0,Separated,Craft-repair,Own-child,White,Male,0,0,1,Mexico,<=50K
7,Private,HS-grad,1,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
5,Private,HS-grad,1,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
9,Private,HS-grad,1,Widowed,Sales,Not-in-family,White,Female,0,0,0,United-States,<=50K
5,Private,HS-grad,1,Divorced,Craft-repair,Unmarried,White,Male,0,0,2,United-States,<=50K
6,Private,Assoc-voc,3,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,<=50K
2,Self-emp-not-inc,Some-college,2,Never-married,Farming-fishing,Own-child,White,Male,0,0,4,United-States,<=50K
2,Private,HS-grad,1,Never-married,Other-service,Not-in-family,Amer-Indian-Eskimo,Male,0,0,1,United-States,<=50K
5,Self-emp-inc,Masters,5,Never-married,Exec-managerial,Not-in-family,White,Female,6,0,3,France,>50K
5,Private,HS-grad,1,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,Cuba,>50K
6,Private,HS-grad,1,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,1,Puerto-Rico,<=50K
6,Self-emp-not-inc,HS-grad,1,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,4,United-States,>50K
8,Private,HS-grad,1,Divorced,Other-service,Unmarried,White,Female,0,0,0,United-States,<=50K
6,Self-emp-not-inc,HS-grad,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,1,Mexico,<=50K
5,Federal-gov,Some-college,2,Married-civ-spouse,Tech-support,Wife,White,Female,3,0,2,United-States,<=50K
7,Local-gov,Masters,5,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,4,United-States,<=50K
5,Private,Some-college,2,Never-married,Protective-serv,Other-relative,Black,Male,0,0,2,missing,<=50K
8,Private,HS-grad,1,Separated,Craft-repair,Unmarried,White,Male,0,0,2,United-States,<=50K
9,Federal-gov,HS-grad,1,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,2,United-States,>50K
1,Private,HS-grad,1,Divorced,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
5,Private,Some-college,2,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0,0,2,United-States,<=50K
7,Private,Bachelors,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,4,Italy,>50K
6,Self-emp-not-inc,Some-college,2,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,4,United-States,<=50K
6,Private,HS-grad,1,Never-married,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
4,Local-gov,Assoc-acdm,3,Divorced,Other-service,Unmarried,White,Female,0,0,0,United-States,<=50K
3,Private,HS-grad,1,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,2,United-States,<=50K
7,Private,10th,0,Separated,Transport-moving,Unmarried,Black,Male,0,0,3,United-States,>50K
2,Private,HS-grad,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,<=50K
7,Self-emp-inc,Bachelors,4,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,4,South,>50K
10,Private,10th,0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,4,United-States,<=50K
8,Private,Bachelors,4,Divorced,Sales,Not-in-family,Black,Male,6,0,3,United-States,>50K
7,Federal-gov,Bachelors,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,8,2,United-States,<=50K
6,Self-emp-not-inc,Masters,5,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,5,United-States,<=50K
7,Private,HS-grad,1,Divorced,Prof-specialty,Unmarried,White,Female,0,0,2,United-States,>50K
4,Private,HS-grad,1,Never-married,Other-service,Not-in-family,White,Male,0,0,2,United-States,<=50K
9,Self-emp-not-inc,Prof-school,6,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,0,United-States,>50K
8,Self-emp-inc,HS-grad,1,Separated,Farming-fishing,Not-in-family,White,Male,0,0,4,United-States,>50K
7,Self-emp-inc,Bachelors,4,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,4,missing,>50K
4,Private,Some-college,2,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,2,United-States,<=50K
0,Private,Some-college,2,Never-married,Sales,Own-child,Black,Female,0,0,2,United-States,<=50K
7,Private,10th,0,Married-civ-spouse,Craft-repair,Own-child,Other,Male,0,0,3,United-States,>50K
10,Private,Prof-school,6,Married-civ-spouse,Prof-specialty,Husband,White,Male,18,0,4,United-States,>50K
7,Private,Some-college,2,Divorced,Sales,Not-in-family,White,Female,0,0,2,United-States,<=50K
9,Private,HS-grad,1,Divorced,Other-service,Other-relative,White,Female,0,0,0,United-States,<=50K
9,missing,HS-grad,1,Divorced,missing,Unmarried,White,Female,0,0,1,United-States,<=50K
7,Private,11th,0,Separated,Other-service,Unmarried,Black,Female,0,0,0,United-States,<=50K
5,Private,Assoc-voc,3,Married-civ-spouse,Prof-specialty,Husband,White,Male,4,0,4,United-States,>50K
0,Private,10th,0,Never-married,Other-service,Own-child,White,Male,0,0,0,United-States,<=50K
0,missing,10th,0,Never-married,missing,Own-child,White,Female,0,0,2,United-States,<=50K
7,Private,Some-college,2,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,4,United-States,<=50K
5,Private,Assoc-acdm,3,Divorced,Adm-clerical,Unmarried,White,Female,0,0,2,United-States,<=50K
7,Private,Bachelors,4,Married-civ-spouse,Sales,Husband,White,Male,2,0,2,United-States,>50K
0,Private,Some-college,2,Never-married,Adm-clerical,Own-child,White,Female,0,0,0,United-States,<=50K
1,Private,Some-college,2,Never-married,Prof-specialty,Own-child,White,Male,0,0,0,United-States,<=50K
5,Private,HS-grad,1,Married-civ-spouse,Other-service,Husband,White,Male,0,0,3,United-States,<=50K
4,Private,Some-college,2,Never-married,Sales,Own-child,White,Male,0,0,0,United-States,<=50K
5,Private,7th-8th,0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,United-States,<=50K
6,Private,Bachelors,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,4,Ireland,>50K
4,Private,Some-college,2,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,2,United-States,<=50K
7,Private,HS-grad,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,>50K
4,Local-gov,Assoc-voc,3,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,1,Nicaragua,>50K
4,Private,Doctorate,6,Never-married,Prof-specialty,Not-in-family,White,Male,1,0,4,Germany,<=50K
6,Private,Some-college,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,<=50K
8,Self-emp-inc,Some-college,2,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,<=50K
3,Private,Bachelors,4,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,2,United-States,<=50K
5,Private,HS-grad,1,Divorced,Machine-op-inspct,Unmarried,White,Female,0,0,0,United-States,<=50K
6,Private,HS-grad,1,Divorced,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
9,Self-emp-not-inc,Bachelors,4,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,>50K
0,Private,HS-grad,1,Never-married,Prof-specialty,Own-child,White,Male,0,0,0,United-States,<=50K
8,Private,Assoc-voc,3,Divorced,Prof-specialty,Unmarried,White,Female,0,0,2,United-States,<=50K
7,Self-emp-not-inc,Some-college,2,Married-civ-spouse,Transport-moving,Husband,White,Male,1,0,0,United-States,<=50K
7,Private,HS-grad,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,>50K
7,Private,Some-college,2,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,3,United-States,>50K
7,Self-emp-inc,Assoc-voc,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,4,United-States,<=50K
8,missing,HS-grad,1,Married-civ-spouse,missing,Husband,White,Male,0,0,4,United-States,<=50K
7,Self-emp-inc,Some-college,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,4,Germany,>50K
9,Private,9th,0,Widowed,Other-service,Unmarried,Black,Female,0,0,0,United-States,<=50K
7,Private,Some-college,2,Married-civ-spouse,Other-service,Husband,White,Male,0,0,2,United-States,<=50K
8,Local-gov,HS-grad,1,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,2,United-States,<=50K
9,Private,HS-grad,1,Widowed,Sales,Not-in-family,White,Female,0,0,0,United-States,<=50K
3,Private,10th,0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,2,Guatemala,<=50K
7,Private,11th,0,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,1,United-States,<=50K
5,State-gov,Some-college,2,Never-married,Protective-serv,Unmarried,Black,Female,3,0,2,United-States,<=50K
3,Federal-gov,HS-grad,1,Never-married,Handlers-cleaners,Not-in-family,Amer-Indian-Eskimo,Male,0,0,2,United-States,<=50K
6,Private,Some-college,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,4,United-States,<=50K
3,Local-gov,Some-college,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,4,United-States,<=50K
7,Private,HS-grad,1,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,2,United-States,>50K
4,Private,HS-grad,1,Divorced,Other-service,Other-relative,Asian-Pac-Islander,Female,0,0,2,South,<=50K
0,Private,Some-college,2,Never-married,Sales,Own-child,White,Female,0,0,0,United-States,<=50K
5,Private,Prof-school,6,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,2,United-States,>50K
5,Private,Some-college,2,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,4,United-States,<=50K
5,Private,11th,0,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,1,United-States,<=50K
10,Private,7th-8th,0,Widowed,Other-service,Not-in-family,White,Female,0,0,1,United-States,<=50K
3,Private,Some-college,2,Never-married,Other-service,Own-child,Black,Male,0,0,3,United-States,<=50K
0,Private,11th,0,Never-married,Other-service,Own-child,White,Male,0,0,0,United-States,<=50K
0,Private,Some-college,2,Never-married,Farming-fishing,Own-child,White,Male,0,0,2,United-States,<=50K
0,Private,Some-college,2,Never-married,Other-service,Other-relative,Black,Male,0,0,1,United-States,<=50K
10,Federal-gov,Some-college,2,Married-civ-spouse,Exec-managerial,Husband,White,Male,18,0,2,United-States,>50K
5,Private,Assoc-acdm,3,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,<=50K
3,Private,Bachelors,4,Married-civ-spouse,Sales,Husband,White,Male,0,0,4,United-States,<=50K
7,Private,Masters,5,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,2,United-States,<=50K
3,Private,Bachelors,4,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,2,United-States,<=50K
6,Private,HS-grad,1,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,3,United-States,<=50K
3,Private,Some-college,2,Never-married,Other-service,Not-in-family,White,Male,0,0,2,United-States,<=50K
1,Private,Bachelors,4,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,0,United-States,<=50K
7,State-gov,Some-college,2,Married-civ-spouse,Protective-serv,Husband,White,Male,0,8,2,United-States,>50K
7,Private,HS-grad,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,2,United-States,>50K
4,Self-emp-not-inc,Assoc-acdm,3,Divorced,Craft-repair,Not-in-family,White,Male,0,0,4,United-States,<=50K
7,Private,Some-college,2,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,4,United-States,>50K
5,Federal-gov,Bachelors,4,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,4,United-States,>50K
8,Self-emp-not-inc,11th,0,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,0,United-States,<=50K
7,Private,Some-college,2,Divorced,Handlers-cleaners,Unmarried,Black,Female,0,0,2,United-States,<=50K
9,missing,HS-grad,1,Married-civ-spouse,missing,Husband,Amer-Indian-Eskimo,Male,3,0,2,United-States,<=50K
5,Private,HS-grad,1,Never-married,Craft-repair,Not-in-family,White,Male,0,0,4,United-States,>50K
7,Private,5th-6th,0,Married-civ-spouse,Craft-repair,Husband,Other,Male,10,0,2,Puerto-Rico,>50K
7,Private,9th,0,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,2,United-States,<=50K
6,Private,Bachelors,4,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,4,Japan,>50K
6,Private,HS-grad,1,Never-married,Sales,Not-in-family,White,Female,0,0,2,United-States,<=50K
6,Private,9th,0,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,4,United-States,>50K
9,missing,Bachelors,4,Married-civ-spouse,missing,Husband,White,Male,18,0,4,United-States,>50K
9,Self-emp-inc,HS-grad,1,Married-civ-spouse,Prof-specialty,Wife,White,Female,18,0,0,England,>50K
4,Private,Bachelors,4,Never-married,Sales,Unmarried,Black,Male,0,0,2,United-States,<=50K
7,Private,HS-grad,1,Divorced,Sales,Not-in-family,White,Male,0,0,2,United-States,<=50K
6,Private,HS-grad,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,2,2,United-States,<=50K
0,Private,Some-college,2,Never-married,Other-service,Not-in-family,White,Female,0,0,2,United-States,<=50K
6,Private,Some-college,2,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,1,United-States,<=50K
2,Private,HS-grad,1,Never-married,Machine-op-inspct,Other-relative,Black,Female,0,0,0,United-States,<=50K
5,Private,HS-grad,1,Never-married,Exec-managerial,Own-child,Black,Male,0,0,2,United-States,<=50K
7,Federal-gov,HS-grad,1,Widowed,Adm-clerical,Unmarried,White,Female,0,0,1,United-States,<=50K
7,Private,Bachelors,4,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,Some-college,2,Never-married,Handlers-cleaners,Own-child,Other,Male,0,0,0,United-States,<=50K
6,Private,HS-grad,1,Married-civ-spouse,Transport-moving,Wife,White,Female,0,0,2,United-States,<=50K
6,Self-emp-inc,Masters,5,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,5,United-States,<=50K
4,Private,HS-grad,1,Never-married,Other-service,Not-in-family,Black,Male,0,0,2,missing,<=50K
3,State-gov,Bachelors,4,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,0,India,<=50K
10,Self-emp-not-inc,Doctorate,6,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,4,Canada,<=50K
5,Private,Some-college,2,Married-civ-spouse,Sales,Husband,White,Male,0,0,2,United-States,<=50K
7,Private,HS-grad,1,Divorced,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
10,missing,HS-grad,1,Married-civ-spouse,missing,Husband,White,Male,0,0,0,United-States,<=50K
3,Private,Some-college,2,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,2,United-States,<=50K
9,Private,9th,0,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,2,United-States,<=50K
0,Private,Some-college,2,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,0,United-States,<=50K
4,missing,Some-college,2,Never-married,missing,Own-child,White,Female,0,0,0,United-States,<=50K
7,Self-emp-inc,HS-grad,1,Married-civ-spouse,Sales,Husband,White,Male,0,0,4,United-States,<=50K
9,Federal-gov,Assoc-acdm,3,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,2,United-States,>50K
5,Private,Bachelors,4,Never-married,Transport-moving,Not-in-family,White,Male,0,0,2,United-States,<=50K
7,Private,HS-grad,1,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,3,United-States,<=50K
10,Private,HS-grad,1,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,0,0,2,Philippines,<=50K
5,Private,Bachelors,4,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,2,United-States,<=50K
7,Private,Some-college,2,Married-civ-spouse,Transport-moving,Husband,White,Male,18,0,3,United-States,>50K
8,Private,Bachelors,4,Divorced,Sales,Not-in-family,White,Male,0,0,2,United-States,<=50K
6,Local-gov,Some-college,2,Married-civ-spouse,Craft-repair,Husband,White,Male,10,0,2,United-States,>50K
2,Private,Some-college,2,Never-married,Craft-repair,Own-child,White,Male,0,0,0,United-States,<=50K
7,Private,Bachelors,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,4,United-States,>50K
1,Private,Some-college,2,Never-married,Exec-managerial,Own-child,Other,Female,0,0,2,United-States,<=50K
7,missing,Assoc-acdm,3,Never-married,missing,Other-relative,White,Female,0,0,2,United-States,<=50K
4,Private,HS-grad,1,Married-civ-spouse,Exec-managerial,Other-relative,White,Female,0,0,2,United-States,<=50K
6,Private,Bachelors,4,Never-married,Other-service,Own-child,White,Female,0,0,1,United-States,<=50K
4,Private,HS-grad,1,Never-married,Craft-repair,Not-in-family,White,Male,0,0,2,United-States,<=50K
0,Private,12th,0,Never-married,Other-service,Own-child,White,Female,0,0,0,United-States,<=50K
7,Private,HS-grad,1,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,2,United-States,<=50K
3,Private,Bachelors,4,Never-married,Adm-clerical,Own-child,White,Male,0,0,2,United-States,<=50K
5,Private,9th,0,Never-married,Sales,Unmarried,White,Female,0,0,2,United-States,<=50K
4,Private,HS-grad,1,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,4,missing,<=50K
7,Private,Masters,5,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,4,United-States,>50K
