0,1,2,3,4,5,6,7,8
1,4,5,3,13,5,12,9,1
12,6,25,2,19,2,1,10,13
5,6,6,4,5,5,5,36,19
7,7,28,2,18,2,18,23,14
0,6,5,3,5,5,13,27,9
10,6,15,2,2,0,1,51,29
10,6,15,2,3,0,1,47,29
2,4,8,3,16,4,9,1,1
0,6,5,4,11,3,13,15,5
1,6,5,4,12,3,6,11,2
5,6,22,4,14,2,13,19,7
2,6,12,0,15,0,14,11,1
0,5,19,2,13,2,17,15,3
6,6,19,3,17,5,13,11,1
5,6,19,3,15,2,13,19,7
1,8,5,3,11,3,9,18,9
10,8,11,3,2,3,1,43,29
10,8,12,3,4,3,1,40,29
1,6,10,3,13,5,12,14,1
1,6,8,3,14,5,10,10,1
10,8,11,3,0,2,1,42,30
1,6,8,4,13,3,12,11,1
0,7,19,2,12,4,17,24,1
0,6,5,3,13,5,13,11,1
10,8,17,2,6,3,1,40,26
1,6,5,3,14,1,11,14,2
6,8,19,2,15,3,13,19,7
2,6,11,1,5,3,17,37,2
1,7,23,4,6,3,17,30,7
1,4,8,4,13,3,12,11,1
5,6,19,3,15,1,13,14,2
2,8,17,3,5,3,10,36,24
0,6,4,2,13,5,13,11,1
2,5,7,1,15,3,12,7,1
6,6,19,3,15,2,14,19,7
10,8,11,4,2,1,1,54,29
12,8,26,3,19,3,1,5,13
10,6,9,2,0,5,1,52,29
5,6,23,1,19,5,8,8,9
6,6,4,3,6,5,2,39,19
0,6,5,0,6,3,16,30,4
3,4,14,2,17,4,9,2,2
12,8,26,2,19,6,1,4,13
0,5,23,3,12,3,18,30,3
5,5,6,3,10,5,6,18,13
2,8,14,4,15,5,17,14,1
5,6,6,3,9,1,6,25,21
10,6,8,0,5,3,1,53,27
0,6,14,4,14,5,17,13,1
0,6,6,3,13,2,15,16,2
6,6,23,4,15,2,13,19,5
3,8,8,4,17,3,11,1,1
6,6,9,4,4,4,3,31,23
3,8,9,3,17,5,9,1,1
5,6,5,2,4,1,6,40,23
2,6,14,3,14,1,14,9,2
10,6,12,3,0,1,1,49,29
2,6,8,3,15,2,10,7,2
8,8,5,3,0,2,2,54,29
6,6,5,2,6,2,3,41,20
0,6,5,3,10,5,13,23,9
2,6,24,4,16,3,14,14,1
5,6,4,4,16,2,6,1,2
1,6,5,2,14,1,10,11,2
2,6,7,4,14,3,14,15,1
6,6,17,4,7,5,3,42,22
8,8,5,3,0,2,1,54,32
2,6,12,2,14,3,11,11,2
1,7,23,3,14,4,12,15,1
2,6,15,4,15,3,15,15,2
2,6,19,2,14,6,17,40,4
3,8,10,3,17,1,8,1,2
2,6,18,4,14,3,17,38,2
2,4,8,3,16,4,11,9,1
2,6,13,4,17,2,9,8,2
1,6,10,2,14,4,14,11,1
0,6,5,2,10,2,9,23,13
5,6,5,2,12,1,13,14,7
10,4,14,2,0,0,1,53,30
5,6,19,3,15,1,13,19,7
0,6,5,4,10,4,13,20,7
2,6,5,3,14,2,12,10,1
2,7,19,3,14,3,17,27,1
2,6,5,4,14,4,11,9,2
5,6,5,3,10,1,5,31,22
8,4,14,2,17,5,12,11,1
5,6,5,1,15,5,5,19,5
10,8,12,3,0,5,1,53,30
2,6,9,3,15,5,12,10,1
2,6,12,4,15,3,12,8,1
5,6,5,1,5,5,3,31,21
2,6,12,2,15,4,12,8,1
0,4,3,3,12,4,14,16,3
6,4,12,3,17,6,13,11,1
2,6,14,2,14,3,15,13,2
0,6,15,4,12,1,17,14,3
0,6,8,3,12,5,15,13,2
5,6,5,3,5,1,3,31,20
0,6,4,2,9,2,12,30,3
1,8,4,2,13,3,11,11,2
5,6,8,3,17,5,3,1,9
6,8,19,2,16,4,15,8,1
0,6,5,2,4,0,13,31,19
6,6,5,3,17,5,4,8,1
0,6,5,3,11,4,13,28,5
2,6,8,2,16,2,9,1,2
1,8,4,3,16,5,11,11,1
2,8,8,3,16,2,9,2,2
0,6,5,3,11,3,13,13,4
5,6,6,4,9,2,5,23,12
0,6,5,3,10,5,13,19,9
0,6,5,3,10,5,12,31,4
10,6,8,3,5,3,1,38,30
10,8,10,3,4,0,1,54,30
1,5,11,3,13,2,17,16,1
2,6,12,3,16,2,12,1,1
12,7,27,2,19,2,1,9,15
5,6,5,4,6,3,7,23,13
10,6,16,3,2,1,6,37,13
0,8,4,3,13,3,13,14,9
5,6,22,2,15,2,13,19,5
6,6,8,2,17,2,12,11,12
0,5,26,3,9,2,18,30,5
0,6,9,2,13,2,16,14,3
0,8,5,3,13,3,12,13,7
0,6,5,3,9,4,11,16,4
2,4,14,2,6,3,9,19,7
5,6,22,3,14,2,13,19,7
3,6,8,3,17,1,9,1,2
2,6,5,3,14,5,14,11,1
12,6,22,3,19,2,1,10,13
12,8,22,3,19,3,1,9,13
0,6,5,3,4,5,13,30,9
5,7,24,2,9,1,6,26,9
2,6,10,4,16,6,1,8,1
6,6,8,2,2,3,3,29,19
5,6,5,3,4,1,11,30,23
2,6,8,0,14,3,12,11,1
5,6,17,4,5,2,10,37,21
2,6,12,3,14,5,17,15,1
2,6,19,2,17,4,17,15,1
2,6,8,3,14,1,11,13,2
2,6,5,2,14,3,10,10,2
1,4,8,3,13,2,9,3,2
5,6,5,4,10,5,4,22,9
0,6,5,2,10,5,13,25,7
1,5,6,2,14,3,10,11,1
0,6,9,2,14,2,17,13,5
2,6,9,0,14,3,12,11,2
10,6,11,4,3,5,1,50,29
0,6,25,2,10,0,18,16,5
0,6,19,2,12,3,18,30,3
6,6,24,4,15,3,15,19,1
10,6,12,3,0,2,1,54,29
2,6,8,3,14,2,17,8,1
5,6,5,3,9,2,5,19,7
2,8,5,3,5,3,9,38,23
10,6,14,0,6,3,1,37,28
10,6,17,3,5,5,1,39,28
0,6,16,2,8,2,17,42,13
1,4,5,3,10,3,9,19,9
5,8,5,2,10,1,1,31,22
2,6,8,4,14,3,13,11,2
2,6,12,0,14,5,13,11,2
2,6,12,3,16,5,15,9,1
2,6,12,2,14,4,12,11,1
1,8,5,3,12,2,9,6,2
0,6,24,2,12,2,18,23,3
6,6,5,4,17,1,13,11,2
2,6,12,3,16,5,11,7,1
5,6,5,3,3,5,4,30,23
2,6,5,2,14,1,12,9,2
2,6,26,4,14,3,17,26,2
2,6,24,1,14,3,17,22,1
2,8,5,2,16,3,9,5,1
0,4,5,3,10,6,13,24,9
2,8,4,2,15,3,10,11,1
0,6,26,2,12,6,18,28,3
2,5,13,3,14,3,16,24,14
0,8,19,3,10,4,17,19,1
0,6,5,4,10,6,13,15,8
0,6,25,3,12,1,17,30,5
2,7,7,3,16,2,9,9,2
2,6,8,2,14,2,10,10,2
1,6,15,0,14,3,15,13,2
2,6,12,4,15,4,11,10,1
0,6,6,3,12,4,11,11,1
10,6,12,0,5,2,1,42,27
0,4,2,1,13,4,15,14,4
2,6,8,4,16,1,11,9,2
0,6,5,2,5,1,13,43,12
6,8,3,3,14,2,4,19,7
5,4,7,1,0,3,5,50,24
1,5,24,3,12,2,18,31,1
2,6,13,0,15,0,11,12,1
1,4,5,3,16,4,12,4,1
1,8,19,3,17,4,16,14,1
2,4,5,3,14,3,11,8,2
2,6,10,3,16,5,1,1,1
6,6,4,4,15,5,3,19,5
2,6,14,3,15,1,14,13,2
0,5,25,2,13,3,18,30,3
1,6,8,2,13,6,13,11,2
2,8,5,2,14,1,9,3,2
2,6,14,3,16,3,13,14,2
5,8,6,3,10,1,11,10,7
5,6,5,3,13,5,12,14,9
2,6,15,0,7,3,1,37,21
6,6,5,4,10,3,10,15,5
6,6,5,3,10,2,13,19,7
0,6,5,3,10,5,13,17,9
5,6,23,4,17,3,13,11,1
0,7,19,4,12,3,11,18,7
1,6,4,2,12,2,10,11,1
0,6,5,3,10,3,14,24,14
2,4,12,4,15,3,15,11,1
5,6,5,3,10,5,4,24,13
10,6,12,3,0,4,1,49,31
2,8,8,4,14,3,11,8,2
2,6,8,4,15,3,12,9,1
12,7,25,2,19,3,13,19,9
0,6,5,3,6,6,12,39,9
1,6,4,3,13,5,11,9,1
0,6,19,3,10,5,17,30,4
2,8,15,3,6,1,9,36,12
10,6,14,0,7,0,1,37,25
7,6,27,1,15,2,13,19,1
7,4,25,1,17,1,18,11,3
2,6,12,4,15,2,13,15,2
0,6,15,4,4,2,14,41,26
10,8,10,4,7,1,1,36,23
2,4,11,3,16,3,9,9,1
2,6,14,2,5,0,15,39,27
2,6,26,2,15,0,17,27,2
6,8,12,4,17,3,9,4,1
0,6,5,4,13,3,13,11,3
2,6,7,3,14,6,13,11,1
1,6,5,4,12,3,12,15,3
12,8,25,4,19,3,1,5,13
0,4,19,3,13,4,17,30,5
2,6,9,0,14,3,11,11,2
2,6,8,2,14,2,11,9,1
5,6,2,2,15,3,9,8,7
2,4,14,2,14,3,17,15,2
5,6,5,3,1,2,5,21,9
2,6,12,2,16,2,9,4,1
0,6,5,3,10,5,13,15,2
0,6,5,2,5,0,13,31,9
0,5,8,2,13,5,15,14,1
2,6,10,3,4,2,8,39,2
2,6,12,4,14,2,13,11,2
2,8,15,2,19,3,11,15,2
2,6,8,3,16,2,9,2,1
5,6,5,4,5,5,1,43,21
0,8,3,3,11,4,12,19,7
6,6,15,3,14,1,13,14,5
10,8,12,3,4,3,1,40,30
0,6,19,4,10,1,14,15,3
1,6,5,3,12,1,12,11,2
6,5,22,3,14,2,12,19,7
6,6,19,2,15,2,12,19,5
8,7,19,2,16,5,17,14,1
2,6,12,3,16,2,11,6,1
6,8,11,4,5,3,1,44,22
0,6,5,3,13,2,13,14,6
1,6,10,4,12,5,12,16,2
0,5,24,4,12,3,18,30,3
2,8,5,3,15,3,14,8,2
10,6,11,3,1,5,1,53,28
2,6,12,4,14,2,11,10,2
5,6,5,4,11,3,13,21,11
12,4,25,2,19,2,1,5,13
1,6,5,3,13,5,9,9,1
5,6,5,4,4,3,3,30,19
2,6,8,2,14,1,10,11,2
10,6,12,3,7,6,1,50,29
0,7,4,4,12,2,12,18,7
3,4,26,3,18,4,17,26,1
10,8,16,3,5,2,9,49,25
2,8,10,3,16,4,9,4,1
6,5,19,3,14,2,13,20,7
10,6,12,2,4,2,1,54,31
1,5,4,4,14,2,9,3,2
6,6,18,3,5,4,10,39,25
0,6,5,3,11,4,17,31,7
5,6,19,3,15,2,13,19,5
12,8,26,3,19,3,1,3,23
2,5,5,3,10,2,7,25,9
5,6,19,1,15,3,13,19,5
10,6,4,4,5,6,1,37,21
10,8,16,3,7,3,1,34,27
2,6,7,3,16,2,9,9,1
0,6,5,3,9,5,17,22,9
10,6,12,4,0,3,1,52,30
0,6,24,2,12,2,15,24,3
0,6,28,4,12,2,18,30,3
5,5,19,2,15,2,12,19,7
5,6,15,2,4,5,4,36,19
6,8,19,3,14,5,13,19,7
2,6,10,3,15,4,12,16,1
5,6,8,3,16,2,8,1,1
1,6,14,2,16,2,12,15,2
10,6,15,4,5,1,1,50,28
2,6,6,3,15,1,9,3,2
10,7,11,3,0,2,1,50,31
0,6,5,1,10,3,13,24,9
6,6,11,2,17,2,9,1,1
6,6,4,2,5,2,1,46,29
8,4,23,2,13,3,10,19,22
2,6,8,4,16,3,9,1,1
8,6,15,2,18,0,13,11,2
2,6,8,4,16,5,7,8,1
8,6,19,4,17,3,17,4,1
5,4,6,3,12,3,13,19,6
5,7,4,3,1,1,8,53,30
5,6,15,4,4,3,1,37,24
1,6,5,4,15,4,11,15,2
1,6,3,2,13,4,12,11,1
1,8,6,3,14,5,12,10,1
0,6,28,4,12,4,17,31,3
10,6,8,1,0,4,5,51,29
2,6,8,2,14,2,9,9,2
2,6,22,4,15,3,15,9,1
3,7,24,2,19,2,17,8,2
2,6,9,2,14,3,11,14,2
5,6,12,3,3,4,11,39,22
10,5,23,2,10,2,5,19,20
0,5,26,4,12,3,18,31,3
3,8,8,2,16,3,7,1,1
5,8,6,4,9,5,5,25,21
0,6,28,2,13,3,17,28,4
6,6,8,1,6,5,4,31,21
6,6,17,2,6,5,17,39,28
5,6,5,4,10,2,13,27,13
2,5,25,2,14,5,17,24,1
2,6,9,4,16,2,9,1,1
2,6,8,2,16,4,9,4,1
0,5,11,4,13,3,17,29,4
2,6,5,2,14,4,10,6,2
0,6,16,3,6,5,17,40,9
2,4,12,2,14,3,17,15,1
2,4,10,3,14,1,12,8,1
2,6,11,2,4,1,1,9,29
3,4,12,4,17,3,8,1,1
10,6,12,2,5,3,1,39,26
6,6,11,3,16,2,9,45,2
1,6,5,4,12,3,13,11,1
5,8,5,3,16,5,4,8,2
2,6,8,3,16,5,8,1,1
6,6,5,2,6,2,4,31,12
2,6,9,3,16,5,11,8,1
3,6,8,3,16,6,7,1,1
10,7,24,2,0,2,1,11,13
2,6,6,4,15,3,9,2,1
6,8,10,3,16,3,4,22,13
0,6,19,3,10,2,17,20,4
2,6,12,2,14,1,13,11,2
10,6,15,4,3,3,1,36,29
6,6,19,4,15,2,13,18,4
2,6,8,3,14,1,11,10,2
2,6,16,3,14,2,17,23,1
2,6,8,2,16,3,11,8,2
1,8,3,3,12,1,13,20,5
2,6,8,4,14,3,12,15,2
2,6,17,0,8,3,12,36,20
12,6,25,3,19,6,1,6,14
2,6,7,3,14,2,15,11,2
2,6,14,3,14,4,14,11,1
0,4,25,3,12,2,18,30,3
0,6,2,1,11,5,17,30,4
12,6,23,2,19,2,1,9,29
10,7,4,3,5,2,1,35,22
0,6,26,3,12,6,18,28,3
5,6,5,3,5,4,3,30,21
5,4,3,3,9,3,2,25,22
12,6,24,2,19,3,1,4,14
0,6,5,2,12,3,12,14,3
2,4,5,3,14,4,9,4,1
12,7,24,3,14,2,17,19,3
2,8,5,3,14,4,9,6,1
2,6,16,4,14,1,17,16,2
5,6,6,3,10,2,3,30,11
2,8,12,2,14,2,9,4,2
0,6,25,2,10,5,18,31,5
0,6,14,2,12,4,17,39,1
2,8,13,3,14,2,15,14,2
2,5,12,2,16,1,13,11,2
0,6,5,4,13,3,14,16,5
2,6,8,3,16,5,6,1,1
3,6,25,3,14,1,17,23,2
10,6,12,2,5,5,1,52,27
2,6,12,4,16,0,12,6,2
5,6,5,3,8,5,5,25,13
2,8,8,3,16,4,8,1,1
10,6,16,0,8,3,1,36,27
7,5,8,3,10,2,2,16,9
10,6,17,4,7,2,1,34,20
12,6,25,2,19,2,1,9,13
5,4,5,3,15,5,4,19,12
10,7,12,4,6,5,1,39,28
1,6,5,2,12,4,11,11,1
8,8,8,3,0,2,2,53,31
1,8,7,4,13,3,10,8,2
5,6,5,3,10,2,11,19,7
1,6,8,3,13,5,17,13,2
1,6,11,4,7,6,17,41,13
5,6,5,3,15,6,4,11,9
10,8,15,3,7,3,1,37,23
2,6,6,2,14,2,12,11,2
6,6,8,2,16,2,7,1,2
0,6,16,3,12,1,17,15,3
5,6,6,3,11,3,13,19,7
2,6,12,3,15,3,13,11,2
6,6,15,2,17,4,9,3,1
0,6,12,2,10,2,17,30,5
5,6,5,3,2,1,4,20,20
12,7,24,2,12,1,7,26,10
2,4,4,3,16,4,9,4,1
10,6,16,3,2,1,11,43,13
2,5,8,3,14,1,11,8,2
0,6,15,3,12,5,17,15,4
2,6,25,0,14,0,15,11,2
10,6,6,0,6,5,1,42,27
3,8,12,3,17,4,11,1,1
0,5,26,2,12,2,18,29,3
2,5,12,3,14,5,13,11,1
2,8,8,3,4,2,5,54,10
2,6,12,3,16,5,10,9,1
5,6,5,3,4,3,6,39,20
2,6,19,2,17,2,13,16,2
0,6,18,2,6,0,17,42,23
0,6,5,2,9,1,15,15,3
1,6,10,4,12,1,15,11,2
0,6,16,3,9,5,17,15,5
12,7,15,2,14,3,13,11,2
0,6,5,3,10,2,14,16,5
1,5,5,2,15,3,12,11,1
2,6,12,2,16,3,12,4,1
1,5,6,3,14,2,12,11,2
10,6,16,3,4,5,1,38,29
2,6,24,2,15,3,17,4,2
0,6,5,2,13,3,14,15,4
0,8,2,1,12,4,12,8,3
2,4,12,3,16,2,13,11,2
8,4,5,2,9,3,2,16,25
0,6,28,1,10,2,18,30,4
2,6,2,4,15,6,10,11,1
1,8,5,2,12,3,13,11,1
8,8,8,3,0,2,2,48,32
5,6,5,2,10,5,3,29,21
2,6,12,3,16,2,9,8,2
2,8,5,3,10,3,5,15,14
1,6,8,3,13,2,14,14,2
2,6,8,3,14,2,8,8,2
10,6,12,3,4,3,1,44,28
0,6,5,2,10,3,17,31,7
5,6,19,1,11,5,3,19,6
5,8,6,3,15,4,3,18,9
5,6,5,3,4,2,3,30,20
12,8,24,2,19,4,1,10,13
12,6,22,3,19,2,5,14,9
2,6,12,2,14,3,11,8,1
12,8,26,2,12,2,18,10,3
5,6,19,2,14,1,17,16,7
2,6,24,4,14,2,17,19,2
0,6,5,3,11,5,13,19,12
2,4,15,4,13,1,12,11,2
10,8,16,2,6,3,1,39,28
1,6,8,2,12,5,13,12,2
10,7,6,2,12,1,4,26,20
0,6,5,4,12,3,18,30,4
2,7,7,1,0,4,8,51,1
5,6,5,1,6,5,3,30,19
2,6,12,2,14,2,13,11,2
6,6,6,3,5,1,3,31,13
2,4,24,2,14,3,17,27,2
2,6,14,3,15,5,12,7,1
8,5,24,3,12,1,6,25,12
6,6,10,3,17,4,9,3,1
2,8,5,3,15,5,9,1,1
8,7,24,2,12,5,5,23,13
2,6,10,3,14,3,17,15,2
5,6,5,4,5,2,5,50,27
0,7,4,4,3,2,11,31,23
2,6,5,3,16,3,9,3,2
2,6,12,3,16,1,9,7,2
0,6,25,2,10,1,18,30,4
10,6,11,3,4,5,1,51,29
0,6,5,3,10,3,14,16,5
10,6,12,3,2,5,1,50,29
2,6,12,2,14,5,13,11,2
2,6,13,2,15,3,13,10,2
0,6,26,4,12,3,17,31,1
1,6,8,3,13,2,12,7,2
0,6,19,3,12,4,17,24,3
0,6,5,3,10,5,13,19,5
3,6,12,3,17,5,9,2,1
8,5,5,3,0,3,2,53,9
10,6,12,3,6,3,1,38,29
5,6,6,4,10,3,3,19,7
0,6,5,2,12,2,14,16,3
2,6,19,2,12,2,17,14,3
2,5,8,3,10,3,7,53,23
5,6,6,3,9,1,7,22,12
0,6,19,2,12,3,17,16,1
5,6,12,2,2,3,9,47,14
10,7,12,4,4,5,1,10,29
0,6,18,4,7,4,17,35,21
1,4,2,2,13,3,13,11,1
5,6,8,3,17,2,6,1,2
6,4,12,3,16,3,11,11,1
2,6,12,3,15,3,12,11,1
2,6,14,3,16,4,14,15,1
2,6,12,4,15,3,9,12,2
0,6,9,2,10,2,15,24,1
10,8,12,3,5,3,1,36,29
6,6,12,4,17,3,11,1,2
8,8,7,3,0,2,2,54,29
2,8,5,2,16,4,11,4,1
0,6,19,4,10,3,14,19,5
0,6,19,3,10,5,17,27,5
5,6,3,4,15,5,12,11,4
10,6,16,4,6,5,1,40,29
5,6,19,4,17,3,12,9,2
0,6,4,3,10,4,12,19,5
5,6,19,2,14,4,12,19,5
0,8,5,4,13,5,13,16,3
2,6,7,3,0,2,6,53,10
1,8,6,3,13,4,11,11,1
2,4,5,3,10,3,12,18,10
0,6,26,2,12,2,18,30,3
6,6,19,2,19,2,12,11,1
2,6,8,0,15,5,11,12,1
0,6,18,3,7,5,17,41,14
0,7,25,4,18,2,18,29,3
6,6,24,3,15,2,13,27,7
0,6,4,4,12,4,18,30,3
2,8,5,3,10,3,11,20,7
10,4,8,3,0,2,2,54,31
0,6,18,2,6,0,18,32,4
1,8,10,3,16,1,13,11,2
5,6,5,3,5,1,3,39,21
10,4,12,4,4,3,1,52,29
6,6,15,4,17,3,11,7,2
0,6,19,3,10,4,17,24,7
0,6,28,1,10,5,18,30,5
3,6,9,2,16,3,12,1,1
5,6,5,4,10,3,12,30,7
5,8,8,1,0,5,5,50,29
2,6,19,3,15,2,17,19,7
2,6,8,3,16,5,9,1,1
2,6,12,2,14,5,12,11,1
2,6,25,1,14,3,17,30,1
5,6,5,2,4,3,7,39,21
2,6,13,2,15,3,12,9,1
6,6,19,2,17,4,13,12,1
2,5,9,2,16,0,8,12,1
2,6,14,0,14,3,17,41,1
10,6,11,3,6,2,1,51,29
0,6,5,3,10,5,13,16,4
5,6,19,3,15,5,14,19,13
0,6,11,3,12,4,13,24,1
0,6,5,4,12,5,13,14,5
2,6,13,4,15,2,15,8,2
6,4,12,3,17,5,9,2,1
2,4,7,2,15,3,13,11,1
2,7,7,2,14,2,15,11,2
2,6,8,2,14,4,11,11,2
6,6,9,3,17,4,8,1,1
5,6,12,2,17,6,6,1,9
1,8,14,3,14,5,12,14,1
2,6,9,3,16,5,8,1,2
2,8,21,3,14,1,11,9,12
10,6,15,4,5,3,1,41,28
0,6,23,3,14,5,17,11,1
5,6,19,3,15,2,11,19,5
2,6,15,3,15,5,10,7,2
2,6,6,4,15,3,11,9,1
6,6,5,4,5,3,3,37,19
1,8,8,2,14,3,12,11,2
5,6,19,4,14,2,13,19,5
2,6,5,3,15,2,11,11,2
2,8,12,4,16,3,9,7,2
1,8,4,3,13,5,11,11,1
2,6,14,2,14,2,14,15,2
8,7,15,4,16,3,9,2,1
2,6,8,2,16,3,12,8,1
2,4,25,4,19,3,15,19,7
0,6,23,4,12,2,18,29,3
1,6,5,2,13,5,12,11,1
1,6,8,3,13,6,15,13,1
0,6,26,2,12,4,17,30,7
2,6,14,2,16,2,12,10,2
6,6,12,3,17,5,7,11,1
0,6,16,4,14,5,15,14,5
0,6,24,2,12,2,17,30,3
2,6,5,3,16,2,5,1,1
0,6,5,3,9,5,13,15,3
0,6,5,3,10,5,14,16,4
5,6,19,3,14,3,13,19,7
0,6,28,4,11,3,17,42,7
0,6,5,1,10,3,12,21,12
2,6,8,3,14,5,11,4,1
5,8,19,3,14,5,13,19,7
1,6,4,2,13,2,10,11,2
6,6,19,3,14,6,12,11,4
0,6,5,3,10,4,13,17,5
2,6,7,3,16,4,15,9,2
8,6,5,3,0,2,2,51,28
2,8,8,3,14,2,10,11,2
5,6,5,2,12,2,4,1,2
8,4,23,2,12,1,5,26,23
2,8,12,3,14,5,10,7,1
0,6,15,2,7,3,17,34,22
2,6,5,3,14,1,12,10,1
2,6,12,0,14,2,15,11,2
0,6,27,1,10,2,18,30,5
6,6,5,3,15,5,15,14,5
3,6,12,3,17,4,11,5,1
2,6,19,4,16,4,12,11,1
12,8,24,4,19,3,1,5,13
3,6,9,4,16,2,11,2,1
0,6,5,3,12,2,13,11,3
2,6,12,4,15,3,12,11,1
5,6,5,3,10,5,3,19,15
2,6,13,4,14,3,17,15,2
2,6,4,2,15,2,11,12,2
5,6,19,4,10,3,4,19,5
2,6,8,3,16,2,6,1,2
6,6,5,3,10,5,11,30,13
2,6,8,2,16,4,11,10,1
5,6,5,3,5,3,3,22,14
6,6,5,4,15,5,10,14,5
0,6,5,2,12,1,16,14,3
1,8,5,2,6,3,11,7,1
0,6,24,3,10,6,17,24,4
6,8,5,3,17,1,9,1,2
1,4,19,2,13,3,17,14,1
1,6,8,4,13,3,15,11,2
1,6,14,4,14,3,16,15,2
0,6,5,4,12,1,15,14,2
10,6,11,3,3,2,1,40,28
6,6,6,3,5,5,5,38,21
3,6,15,4,16,3,11,9,1
5,8,5,2,16,2,9,1,1
2,8,8,2,14,1,13,11,2
5,6,5,3,4,5,3,31,21
0,6,19,3,10,5,18,30,7
10,8,11,3,0,5,1,54,31
6,6,19,3,17,3,13,7,1
2,7,8,2,15,4,9,4,1
2,4,6,3,6,4,12,11,9
10,6,12,0,3,3,1,49,27
0,6,5,3,12,2,17,13,2
12,6,23,2,19,2,1,5,13
10,6,10,3,0,6,1,50,28
2,8,5,3,10,3,5,18,25
1,6,5,4,13,2,11,8,1
12,6,23,2,19,6,1,10,13
0,6,8,3,5,6,14,31,9
0,6,5,3,13,5,13,14,1
2,4,25,3,15,5,17,11,1
10,6,11,2,6,2,1,42,29
0,6,9,4,12,3,15,16,1
1,6,5,2,12,1,12,11,2
5,6,5,3,10,1,7,22,14
0,6,18,3,7,4,17,37,15
5,6,23,3,9,1,13,19,14
0,7,23,4,12,4,18,11,3
2,6,15,3,14,4,17,14,1
1,4,10,2,12,0,13,14,1
2,8,12,3,16,3,9,2,1
2,6,6,1,5,4,12,41,22
6,6,5,3,5,5,3,26,21
5,6,9,1,0,4,5,50,28
5,6,6,1,10,3,2,26,21
6,6,22,4,15,3,4,19,7
0,6,5,2,12,2,11,10,2
0,6,5,4,12,5,12,15,3
2,8,5,3,7,3,11,41,22
0,6,5,4,10,5,13,16,4
5,6,14,3,4,4,1,51,29
0,6,18,2,7,3,11,37,24
2,7,25,2,14,5,17,11,1
0,6,5,2,12,2,12,14,3
2,8,5,3,2,2,10,47,24
1,4,6,2,13,3,6,19,7
10,6,10,3,5,5,1,35,13
5,6,5,3,6,2,2,31,20
2,4,8,3,18,3,9,1,13
5,6,5,3,10,3,4,19,13
6,6,5,3,17,1,9,1,2
2,6,12,3,14,5,13,11,1
10,8,14,3,5,3,9,41,22
6,6,19,4,16,4,12,12,3
10,8,12,3,4,5,1,42,26
10,6,17,3,8,6,1,37,27
6,6,18,3,5,2,17,42,21
2,6,25,2,14,3,17,26,2
2,5,12,3,16,3,16,11,1
10,6,12,1,6,1,1,41,26
2,4,5,3,16,3,9,4,1
10,6,10,2,0,4,1,50,30
0,6,14,2,12,5,18,29,3
10,8,11,3,0,5,1,51,31
2,8,5,3,9,3,2,51,10
2,7,22,4,14,2,14,11,1
6,6,19,4,17,1,9,11,2
12,8,24,3,19,2,1,4,13
2,6,8,4,14,1,11,11,2
0,6,7,0,12,3,13,11,2
0,6,9,2,13,3,12,13,2
0,7,6,4,12,2,11,8,2
5,6,5,3,10,5,13,25,13
2,6,7,0,15,3,16,11,1
2,6,8,2,16,3,9,7,1
2,8,6,4,14,1,9,11,2
5,8,5,4,10,5,13,23,9
2,8,8,3,16,5,9,2,1
0,6,3,3,10,1,13,15,5
5,6,5,3,5,2,3,29,12
10,7,22,2,12,3,4,26,22
2,8,16,3,15,3,17,15,1
2,6,24,0,14,2,12,6,1
5,6,8,4,17,2,9,7,2
2,6,8,0,14,0,11,11,1
2,8,10,3,16,2,10,8,2
6,4,23,2,17,2,18,11,1
1,5,13,3,12,1,15,30,2
5,8,8,3,2,5,1,37,22
10,4,16,3,7,4,1,37,28
1,8,4,3,4,1,9,50,14
2,8,8,4,16,5,10,9,1
10,6,12,4,6,3,1,38,28
0,7,23,2,12,2,18,28,3
1,8,19,3,17,4,13,4,1
2,4,5,3,10,3,9,16,7
0,6,27,4,12,2,18,29,3
12,6,24,2,19,3,1,9,13
2,6,24,2,15,2,17,20,2
2,6,5,4,14,3,13,11,2
2,4,24,1,14,5,17,19,1
0,6,6,4,5,4,17,36,13
2,6,13,2,16,2,11,4,2
5,6,5,4,10,5,2,30,13
2,6,12,2,15,3,17,9,1
2,8,19,3,15,3,17,13,7
2,8,15,3,16,3,11,11,2
1,6,8,3,13,2,13,15,1
10,6,9,0,0,2,1,54,31
2,6,8,3,16,2,9,3,2
5,6,5,3,9,1,5,24,21
0,7,27,2,12,3,18,30,3
3,6,8,2,16,5,9,3,1
8,8,8,4,17,3,4,1,2
0,6,8,3,14,5,13,11,5
2,6,5,3,14,2,11,8,2
12,4,26,3,19,1,9,2,13
5,6,12,4,15,2,15,19,7
12,7,24,2,19,2,9,2,9
6,4,19,3,17,1,13,11,1
8,4,25,3,14,3,15,29,5
7,6,27,3,18,2,9,3,9
2,4,5,3,16,4,9,1,1
1,8,16,3,12,3,12,17,7
0,6,5,4,12,3,13,17,4
0,6,5,3,10,2,13,23,12
6,5,19,4,15,3,13,19,5
10,6,4,0,2,3,1,52,21
2,6,8,4,14,5,11,8,1
0,6,5,4,7,3,13,39,9
12,5,22,2,13,3,8,19,13
5,6,5,3,9,2,7,20,13
2,6,12,0,16,3,9,3,1
2,6,14,3,15,3,15,8,2
6,7,26,1,8,5,17,36,21
